Cleaned_Dialogue,Song Recommendations
oh yes man remember back college wewent spring dance walked right girl liked could notstop talking irish potato famine,Summer Of '69
yeah well werent know hot college eitherafter everything said hed go ba dum bum chessh,B.Y.O.B.
yeah monica doesnt like either maybe stop,Toxicity
oh yknow girls dont like start talking science,Toxicity
uh dont like correct grammar,Killing In The Name
dont like explain jokes funny,Toxicity
well ii shouldve told truth,Middle Of A Breakup
uhhuh,Bleed
well embarrassing people looking us like crazy,I Bet My Life
people dont know never see,B.Y.O.B.
ii uptight—heyheyheyohoh listen uptightman,Toxicity
ross naked,Heaven and Hell - 2008 Remaster
naked,Heaven and Hell - 2008 Remaster
yeahyeah uh uh guy problem,Toxicity
look uh come later well get everything squared away youcan come back later,Royals
okay listen theres still chandlers medicine sinkin bathroom bye,No Time for Caution
dude whatd,Don't Panic
look time okay must focus gotta get everythingback original place,I Bet My Life
uh dont mean,Bleed
sure listen gonna order pizza wanna share one,Someone In The Crowd
pizza heh like never beforeba dum bum cheshhh,Baby Blue - Remastered 2010
something wrong,Kaer Morhen
im telling ya imagine living supermarket andyou understand okay question,Starboy
dont think,Not Afraid
see dont care people staring secondcause youre gone,Moves Like Jagger
uhhuh,Toxicity
well end table wrong couch looks bizarre dont even getme started refrigerator magnets,Killing In The Name
okay look dontdont mad okay unpacked boxes iwanted something nice iii cleaned apartment movedeverything around forgot went back im sorry im verysorry im sorry im sorry,Chop Suey!
okay chandler afraid something,Heaven and Hell - 2008 Remaster
want afraid,Middle Of A Breakup
course mean gosh chandler awonderful thing really appreciate know weird thing wanteverything perfect place id never expect worry,Young Dumb & Broke
said year 2030 therell computers carry outthe number functions actual human brain theoretically could downloadour thoughts memories computer,Sandstorm
thats janine youyouyou know know rightnow interfacing,Hotter Than Hell
ba dum bumb cheshhh,Cake By The Ocean
oh hungry already,Don't Panic
hanging spoons ladle,A Million Dreams
yeah know theres baby suckin,I Write Sins Not Tragedies
carol wondering joey could ask question aboutbreastfeeding,Cotton Eye Joe
uh hurt,Toxicity
uh often,LA Devotee
much needs,It's My Life
ok got one got one uh blows one one getbigger,Sugar
rachel muffins left,Attention
yeah forget ones,Bad Liar
oh youre busy thats ok ill get anybody else want one,Not Afraid
cant take grandmother vet,Nothing Else Matters
ok um ill go,Don't Panic
gonna problem isnt,Holy Wars...The Punishment Due - 2004 Remix
monica kill kill like dog street,Demons
woof woof,Pumped Up Kicks
nobody knows name girls call hombre man,I Dunno (feat. Dutchavelli & Stormzy)
guess doesnt know,Bad Liar
mornin,Sparks
listen know youre new kinda understood everything fromyoung mens escalator territory,Royals
territory huh,Astronaut In The Ocean
hombre,Savage Love (Laxed - Siren Beat)
salad,Calm Down
um went shopping um fur,Bleed
went shopping fur,Immigrant Song - Remaster
thanks aunt pheebs hey didnt microwave itsbreast milk youre supposed,Heaven and Hell - 2008 Remaster
breast milk,Don't Panic
phoebe juice squeezed person,Heaven and Hell - 2008 Remaster
ok would people stop drinking breast milk,Bleed
even pretend milk,B.Y.O.B.
even carols breast picture missing child,Toxicity
mon uh lunch alone come cost uh 53dollars,Chop Suey!
know probably happened someone musta stolen credit card,Chop Suey!
sorta put receipt back pocket,New Rules
monica whod lunch,Build God
look started trying nice shewas brothers girlfriend one thing led another knew wewereshopping,Toxicity
honey wait didnt mean anything,Somebody That I Used To Know
really rachel thinking whole time look im sorryall right never meant find,I Bet My Life
oh sort happened leave,Toxicity
ever occur might stupid,Build God
oh tasted bens milk ross freaked,Unsainted
freak,Astronaut In The Ocean
whyd freak,Chop Suey!
breast milk gross,Bad Liar
breast milk gross,Schism
uh huh,Free Bird - Edit
youre damn right im right say show guy youre madeof say stand ground say show baddest hombre westof lingerie,Kid
dont know else say,Bad Liar
feel terrible really,Ain't No Rest for the Wicked
oh im sorry back hurt knife,Hall of Fame (feat. will.i.am)
terrible,All We Know
idiot stupid cowboy blinded im suing,Duality
oh god todd hell,Friction
im sorry doofus im sorry im sorry,Don't Let The Light Go Out
new kids never last sooner later allstop lastinlisten uh say buy cup coffee,Smells Like Teen Spirit
thought two us hang bit mean youknow weve never really talked guess youd know one two usthough right,Don't Panic
know probably shouldnt even tell im pretty muchtotally intimidated,Cirice
yes oh god kidding ross crazy reallywanted like probably totally paranoid kinda got thefeeling maybe dont,I Bet My Life
well youre totally paranoid,Hall of Fame (feat. will.i.am)
um ok uh oh god um uh ross first started going itwas really hard um many reasons im gonna bore butum see happy know good guys together ummonicas always saying nice god hate shes right,Middle Of A Breakup
id love shoot gotta go ill talk later,Someone In The Crowd
didn’t know,Toxicity
yeah print jokes interviews hardhitting journalism it’s notjust pictures,Hall of Fame (feat. will.i.am)
didn’t work mom it’s going work us,New Rules
made joke,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
uh ohoh didn’t,Symphony Of Destruction - Remastered 2012
look chandler it’s joke hey makes feel anybetter don’t print name doesn’t really matter gets creditright,I Write Sins Not Tragedies
yeah guess,Calm Down
it’s joke it’s mine call they’lltell,American Idiot
it’s joke,Moves Like Jagger
whoawhoawhoa jokes guys know naked chicks thereright,Cake By The Ocean
nah monica’s watching cooking show come don’twant miss skinny,Viva Las Vengeance
joey cable,Toxicity
uh oh uh haven’t really paid bill,Toxicity
whwhwhat,Raining Blood
think pictures—are trying tell astory,Heaven and Hell - 2008 Remaster
oh yeah sure mean like case young woman haslost clothes rides naked horse she’s crying ‘where arethey they’,Then We'll Talk
well she’s going find lying grass like,Kaer Morhen
oh yeah aw remember days used go barnlift shirt bend,Nothing Else Matters
okay i’ve got question pick one us datewho would,Smooth Criminal - 2012 Remaster
neither,Calm Down
forget many great songs heart,Baby Blue - Remastered 2010
heard repeated must mean wrote,B.Y.O.B.
oh guys joke gotta say know cracked buti’m even sure got,Chop Suey!
didn’t get doctor monkey,Bleed
monkeys can’t write prescriptions,Toxicity
joke well think ‘the hef’ would disagree whyhe sent check one hundred ahdollars,There's a Good Reason These Tables Are Numbered Honey
stole joke stole money,B.Y.O.B.
well going know stole joke,Bleed
ah gunther can’t pay right i’m notworking i’ve cut luxuries like uh payin’ stuff,Ain't No Rest for the Wicked
uh don’t know ya see it’s see regular asoap opera y’know go just… plus i’d towait friends,Bad Liar
maybe could waiter could use phone,Lose Yourself
it’s wrong know else wrong phoebe picking rachel,Symphony Of Destruction - Remastered 2012
know else picked rachel ross know else rossdid stole joke know i’m going get joke journal y’knowand document date time every single one jokes,Chop Suey!
know what’s bad idea,Don't Panic
maybe it’s sound ross climbing brain stealingmy thoughts,Monster
fine reason leaning little bit toward rachel thanyou you’re … … kinda high maintenance—okaylet’s go lunch,Attention
completely untrue think i’m high maintenance okayprove want make list we’re going go point point,Symphony Of Destruction - Remastered 2012
wait minute saying i’m pushoveri’m pushover,Sugar
cannot believe,Ain't No Rest for the Wicked
i’m sick japanese we’re going,B.Y.O.B.
yeah thatthat chandler cracks,A Million Dreams
hey ross listen want anything drink ‘cause i’m headingup,Starboy
joey honey don’t think you’re supposed go back,Free Bird - Edit
don’t wink put apron,Duality
okay don’t see asking paying customers put onaprons,Chop Suey!
joey what’s going didn’t tell us work,Toxicity
it’s kind embarrassing y’know mean actor andnow i’m waiter it’s supposed go direction,New Rules
apron you’re wearing like cape,Blinding Lights
mean job’s easy money’s good know guessi’m going hanging anyway might well get paid right ijust feel kind weird serving guys,Bleed
yeah would weird hey joey get coffee,Not Afraid
okay guess doesn’t seem weird,Heaven and Hell - 2008 Remaster
seriously ii asked still haven’t gotten,Chop Suey!
see it’s weird,Painkiller
oh i’m sorry ross i’ll get right since imade wait i’ll toss free muffin,I Feel It Coming
maybe little high maintenance maybe rachel littlebit pushover know decided,Royals
yes sorry tell phoebe flaky,Ain't No Rest for the Wicked
hah,The Ballad of Mona Lisa
true flaky,Bad Liar
pushover,The Pot
oh i’m flaky i’ll say anything,New Rules
hey gunther uh cover got audition,Sandstorm
i’m leaving get hair dyed,Trndsttr
really like natural color come man it’s great partlook check i’m lead guy’s best friend wait thisbar save seat listenlisten ‘i’m sorry seat’s saved’,Dance Off (feat. Idris Elba & Anderson .Paak)
oh man could totally get part ‘i’m sorry seat istaken’,You Just Haven't Thought of It Yet
oh excuse,Free Bird - Edit
didn’t mean believed huh,Chop Suey!
huh,Bleed
y’know don’t think we’re going settle,Toxicity
let’s monica decide,No Time for Caution
mon get,Duality
we’ll tell came joke decidewhich one us telling truth—me,The Ballad of Mona Lisa
i’m arguing,Royals
idiots joke funny it’s offensive towomen doctors monkeys shouldn’t arguing gets credit youshould arguing gets blamed inflicting horrible joke upon worldnow let go joke sucks,Duality
it’s joke,Young Dumb & Broke
hey it’s phoebe rachel um don’t tell whatyou telling earlier high maintenance,Bugzy Malone
wow know best fake speech think i’ve everheard,Kaer Morhen
really i’ve heard better,New Rules
wait wait came tell chandler,Smooth Criminal - 2012 Remaster
look high maintenance chandler,New Rules
ahhh,Hail to the King
wow bad audition,All We Know
howhow lose job,Toxicity
well audition gunther said stay incharge could go get hair dyed went anyway fired,Eye For an Eye
left work middle day personal errand leftyou charge you’ve working two days that’s that’snot right,B.Y.O.B.
hey never got hear guys would pick girlfriend,Blinding Lights
hey oh question ififif one pick one theother two guys go would pick,Attention
well that’s way sell newspapers don’t tryextra extra read,Moves Like Jagger
umm…,Build God
rest manhattan,B.Y.O.B.
oh god horrible,Blackwater Park
i’m sorry,Somebody That I Used To Know
i’m humiliated,Ain't No Rest for the Wicked
yeah y’know say mon there’s thingas bad press,Whatever It Takes
didn’t write,Bleed
right really—am awful,Middle Of A Breakup
yeah yeah monica listen okay i’m sayingthis i’m friend i’m sayin’ ‘cause it’s thetruth you’re food abysmal,Symphony Of Destruction - Remastered 2012
freaking,Beautiful Alien (feat. AI AM) - Radio Edit
okay look lot water went bed thisafter…,Toxicity
umm situation y’know umm mean imean wewe’re baby together live together isn’t thatisn’t weird,Paranoid - 2012 - Remaster
job interview get ready,Take on Me
people say don’t pay attention much betterjob it’s vicepresident company data reconfiguration statisticalfactoring companies,Moves Like Jagger
teaches course food criticism new school beforewe go movies wanna go make try bouillabaisse oh icannot wait read front page post tomorrow restaurant reviewer admitsi wrong monica,Dance Off (feat. Idris Elba & Anderson .Paak)
front page really live little worlddon’t ya,Don't Panic
uh want things delivered mr mrs geller,Don't Panic
oh yeah actually that’s one reasons we’re acouple,Titanium (feat. Sia)
chose i’m paleontologist,Hey Look Ma
oh oh yeah don’t get worked mean itit soundslike he’s doctor he’s,Bleed
oh god i’m standing cash register holding credit cardand i’m bored,I Bet My Life
