Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
like haven’t done enough,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
want come sit ‘cause i’lldo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
sent home work like start maternityleave rest,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
said didn’t want go,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
don’t would still like acknowledged justbecause i’m pregnant think i’m invisible,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Negative
definitely invisible,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
well well ross didn’t care enough think he’sout snooze lose,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
he’s snoozing he’s teaching class,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
haven’t seen dress,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well uh…i think want take chandler,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
you’re never actually going pay back,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
wait minute paid head shots you’regonna take joey don’t think you’re comprehending slutty thisdress,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
it’s stuff paid mean it’sit’severything y’know read lines hehe went auditions wasreally nervous consoled didn’t get parts reallywanted always believed man even even didn’t believe,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Negative
mon maybe one guys wants wear dress,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
don’t know ii think it’s still gonna,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
stop double nothing tomorrow,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative
she’s bathroom,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
people ask we’re together don’t know totell,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Negative
uh wanna go change first doctor’s keeping officeopen late us hurry…,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
uhhuh,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
carol pregnant ben…,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Negative
…were irritating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
excuse,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
oh nothing nothing uh you’ve little short melately i’m trying irritate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
y’know doctor soon don’t speakuntil,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
y’know probably ask doctor even knows todeliver baby that’s half human half pure evil,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Negative
drugs,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
eight days late huh,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
eh tad,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
you’ve got kidding,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
oh nonono give specifics,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
give us ideas induce labor,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
yeah tried went walk uh tried special teacaster oil spicy food nothing worked,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well it’s gonna help bring babyhere like today mean think,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
i’m saying it’s really long time meanwomen needs get,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Negative
oh ii don’t know think two youhad sex thethethe repercussions would catastrophic,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
monica matter,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
nothing want baby born today,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Negative
well i’m miserable might well make money,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Negative
wait minute i’m betting three,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
tried call want talk istill feel bad,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Negative
i’m sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
uhhuh look reason settle things betweenus okay you’ve done lot career wanted pay back tookyou premiere missed okay much owe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
give number don’t want owe anything,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
don’t owe anything don’t want money…,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative
don’t know five hundred dollars,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
well second set infamous booger head shots,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,Negative
want calculator,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
well uh acting classes stage combat classes tapclasses…,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
uh dialect coach helped playwhere needed southern accent twenty hours lessons still came outjamaican,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
okay two three years rent utilities food…,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
okay okay i’m writing check for…so fell asleepduring movie big deal right clear thing,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
feeling nothing speaking hot watching really makesme want sex,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Negative
stop,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
oh come ross wasting time stuff weknow what’s gonna work it’s doctor recommended,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
i’m sorry boundaries god i’mdying,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
insane i’m gonna make love thatyou’ll go labor,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
come ross i’m miserable come started nowyou finish come wuss make love,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
forget,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
oh nono think water broke,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
didn’t uh really time read part books butdo think time to…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
that’s i’m done don’t care baby comes nomore betting,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
wait you’re going kathy,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
yeah getting upset,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
right look think it’s time settle yknowmake choice pick lane,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
yeah ooh like yeah wait know about‘bahbahbhabhan’,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Negative
yeah little high school really got incollege mean that’sthat’s really found sound,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Negative
oh god orange juice came nose totally worthit oh god completely forgot sound,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Negative
used lock basement hours one everyallowed hear sound,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Negative
really mean nah haven’t played long andand wellit’sit’s really personal stuff y’know,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Negative
really bitchin’,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
really mean really,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
yeah mean play public,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
mean like music,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Negative
nono he’s back yet he’ll minute souh come seat bow stern,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
uh don’t really preference,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
broke parkway walk back get sometransmission fluid hey listen could please tell kathy i’ll assoon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
can’t tell,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Negative
joey joey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
thought time ran,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
guess it’s uh,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
oh appointment get haircut…,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
…and got canceled,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
well could cut,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
yeah course learned aunt’s dog grooming shop buthey say,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
dog grooming huh okay don’t make tail poofy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
yes yeah joey great hair umm i’m basically done justlet get neck,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
whatwhat ‘cha doin’,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
listen uh i’m really sorry looks like i’m gonna stuckhere got transmission fluid went put car thetransmission wasn’t,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
yeah must’ve fallen blocks back figured hita dog,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
listen uh could put kathy wanna apologize,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
forgot purse,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
really forget purse,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
nononono bad it’s bad bad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
horrible,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
wait uh kiss situation,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
that’s bad,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
ooh yes okay here’s wewe forget happened,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Negative
i’m sorry wanna pretend nothing happened try,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
can’t follow ross it’d like bicycle ridding chimpsthat followed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
phoebe ross sucks,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
phoebe place emptied,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
okay umm phoebe suck,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
yeah phoebe you’re… awful,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
oh nonono,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Negative
well y’know i’m 29 mean needs savings account,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh don’t know,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
mean casey,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Negative
nono kathy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
y’know think think somebody’s got little crush oncasey ‘bout fix two think,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
pieces life falling right place,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
oh thanks thanks monica tells uh don’t want toplay anymore yknow talent true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
yeah ii can’t—i mean y’know trying reallyyknow okay upbeat just—i feel dwarfed musical gifti…,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
see pheebs thatthat exact opposite intent musicy’know music isis meant inspire bothers much i…i won’t play anymore,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
oh nonono don’t could live iknew depriving world music,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Negative
thethe sad thing told felt youkissed knowing joey probably would’ve stepped aside,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh don’t say don’t say that’s true isit,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Negative
didn’t tell,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
listen ah joe ii need need talk something,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
it’sit’s kathy umm uh like like lotactually,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Negative
well you’re timing couldn’t better she’s mygirlfriend anymore,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Negative
oh uh,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
oh man sorry okay,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative
yes ii uh don’t,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well thought would best thing,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
hey listen know might you’re work cut outfor ‘cause talked kinda got feeling she’s intosome guy so…,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
yeah mean late last night kathy got totalking one thing another and…,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
sleep,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
that’s even worse,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
worse,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
don’t know it’s,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
look i’m sorry there’s nothing thinki’m love,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
you’re right excuses totally line,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
line youyou’reyou’re far past line thatyouyou can’t even see line line dot,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
yes yes right feel horrible believe,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
probably because…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh god he’s lost he’s totally lost,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Negative
yeah mean help,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
played bad purpose guys,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
okay trying play bad whole time,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh god can’t believe little brother married,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
guys didn’t tell eloping,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
‘cause sorta happened y’know thecourthouse lunch…,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
wait wait courthouse,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
we’ve trying get pregnant uh pretty much ever since gotengaged thought we’d get jump things y’know one’s getting anyyounger,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
yeah theyand say ourthat chance babyis take sperm egg put together dish put intoanother girl wondering could girl could put,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Negative
don’t know donald trump wants blue blazer black,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
blue blazer back hehe wants back,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
youyou said black would want blue blazer black,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
messed you’re stupid,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
well tour guide don’t dinosaurexpert something,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
uh actually joey it’s cretasous period,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
guess frank jr alice got married,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
ewww oh it’s—they want thesurrogate it’s herit’s egg sperm,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Negative
huh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah like you’re gonna pregnant mean pregnant,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative
pheebs you’re talking putting body awful loti mean morning sickness uhh labour it’s somebody else,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
yknow guys lot supportive wanted make denimfurniture,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Negative
yeah honey maybe talk somebody who’s baby likeyour mom,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
jealous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
right haven’t sex yet okay what’s bigdeal y’know special want love grow move thenext level,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Negative
he’s right i’m totally lying,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
you’re afraid won’t able to…fill shoes,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Negative
i’m afraid won’t able make love well,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Negative
big deal joey’s lot girlfriends doesn’tmean he’s great bed,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
isn’t mastodon pliocene epic,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,Negative
i’m sorry i’m late,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh ooh oh didn’t know did…pot,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
ooh erotiery,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
really don’t think it’s good idea phoebe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
nonono thethe puppy’s,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
well yeah mean yeah three days,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
right i’m sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
mean dr geller,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative
doctor wow didn’t know nickname,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
well howhow come,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
that’s crazy,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
ii think everybody’s pretending don’t hear anywaylook don’t know jackets separate tables ross isone best friends save seat i’m telling,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
hey it’s mean scientists tour guides,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
whatever,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
eat alley everybody hates,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative
yeah we’re audience doesn’t talk us hedoes wave,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
ooh y’know think it’s time puppy go againcome let’s go balcony,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
uhoh bad,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Negative
fine y’know didn’t agree asstrongly agreed joey like see point,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
look help okay mean know awoman y’know know everything goes it’s always nice need toknow makes go nice god somebody’s killing inthere,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
look don’t draw actual wo—whoa she’shot,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
oh y’knowy’know looking upside,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
thatthat’s bad,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
well might anything like 7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
right uh important thing take time want hit‘em mix ‘em gotta keep toes,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
yknow work museum natural history yet somethingunnatural way eat lunch look around cafeteria y’knowwhat see seei see division division people white coats people inblue blazers ask god,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Negative
i’m andrew didn’t pay pear,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
need flip light switch 17 timesbefore leave room family die,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative
mom’s gonna minute can’t ican’t give yes—no don’t want,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Negative
oo can’t watch it’s like,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
y’know never saw,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
ooh can’t mom right can’tif ican’t give there’s way give baby ohh god frank andalice gonna crushed whatwhat else else give ‘em—akidney,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
uhh neighbourhood so…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah thought we’d stop let know there’sstill pressure,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh ooh umm,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Negative
oh god think i’m gonna cry,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Negative
nonono know different people though isa totally different situation know gonna regret,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
oh iii understand it’s just—that mypuppy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Negative
would ever surrogate anyone,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative
depends asked,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
huh,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
phoebe need support haven’t told himi’m pregnant yet,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
‘cause know he’s gonna flip hate he’sangry,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
phoebe wait one time caught smoking said ever sawme he’d make eat entire pack,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Negative
oh god monica he’s stripper bacheloretteparty,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
thought weren’t gonna bachelorbachelorette partiesy’know agreed silly tradition,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
i’m sorry surprised nothing could,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Negative
well could’ve untied hands,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
unfair one thing wanted throw best friend abachelor party wasn’t allowed got stupid steak dinner,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
can’t believe didn’t tell,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
ugh,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
order everyone moroccan chicken,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
oh ii don’t eat meat,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative
it’s chicken,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Negative
yeah don’t eat either,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative
well actually umm…,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
he’s right though ’74 absolute piss,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
huge mistake can’t tell phoebe ican’t can’t can’t can’t…,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
get mad baby,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
idea went bathroom sweetie startingto tell uh new,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Negative
it’s slang pregnant,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
really pregnant,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
gotta get going,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
uh mona how’s going,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
well i…i haven’t actually told yet don’t want toscare y’know,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative
i’m gonna take book beat death,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
honey that’s crazy don’t want get astripper…,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
look appreciate uh it’s little creepy y’knowi’m bachelor anymore,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
don’t think bachelor party think a…atwo month anniversary present,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
please feel bad watch hot woman get naked,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Negative
ah nonono ross ross joey embarrassing enough,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
uh actually sorry can’t even make i’m seeing mona againtonight,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
understand would cancel actual date go fake bachelorparty,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
i’m sorry won’t able make imaginarywedding i’m,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
know know panicked panicked didn’t want startyelling like ’74 latour,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
i’m sorry daddy,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Negative
don’t believe,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
stay calm expect stay calm unacceptablerachel wanna know punk ross won’t marry youthat’s,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
yes yes says i’m damaged goods,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
uh nervous getting married,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
feel knowing you’re never gonna another womanagain huh knowing you’re gonna wake face everyday youfinally sweet release death,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
uh thatthat’sthat’s,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Negative
weird,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
whywhy would go bedroom,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative
i’m waiting,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
uh that’s eighteenth century indian artifact calcutta,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative
oh god oh god i’m sorry,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Negative
aw forget it’s,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
