Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
always knew gonna make i’m proud,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
thanks means lot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
she’s week late gotta today right,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Positive
hmm care make interesting i’ll bet she’llhave time tomorrow,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
you’re,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
okay much,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
one,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
fifty bucks,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
fine i’ll call zurich move money around,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
exciting it’s glamorous people taking ourpicture look,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
little tall,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
it’s glamorous,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh hey mon rach ohh you’re still pregnant oh i’msorry know uncomfortable y’know look great yeah likefifty bucks,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
it’s interesting lost forget like lose,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
fine you’re,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
rach gotta go,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
minute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
i’m fine,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
good god man don’t anger,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Positive
ross 100 degrees outside first time weeks amsomewhat comfortable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
fine fine y’know whatever want okay you’re themommy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
i’m actually one,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
ross,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
ask something,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
mmm,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
wow,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
well must natural talent,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
hi dr long,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
we’ll quick check,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
you’re 80 percent effaced you’re way itstill could last little longer you’re anxious ways tohelp things along,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Positive
actually they’re things home remedies butin experience i’ve found quite effective,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
well ready try anything,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
okay there’s herbal tea drink,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
take caster oil there’s eating spicy foods…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
great,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
…taking long walk there’s one that’sproved effective sex,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Positive
good job joe well done top notch,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
liked really liked,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
ohhoho yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
part exactly,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
whole thing go,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
love specifics specifics best part,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
hey scene kangaroo diddid like part,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
surprised see kangaroo world war epic,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
hey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
hey,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
hi,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
doctor say news baby come,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
it’s sex,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Positive
monica,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
right let’s practical ross isn’t willing ithe’s guy world sex borrowchandler—chandler good,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
today,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
okay fine keep betting phoebe you’re gonna babyand don’t want lose,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Positive
i’ll take bet,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
get action,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
oh honey don’t worry really feel like tomorrow’s theday,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh okay,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hey sleeping beauty,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
ahahah we’re okay got first set headshots right much,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
okay five hundred dollars else,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
please,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
right else,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
we’re still keeping hats,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
yes money well spent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
yeah okay else rent,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
come finish enchilada,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
ross i—we tried spicy food it’s working,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
oh come ross we’ve done we’ll againit’ll nice way bookend pregnancy,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
make love girl,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Positive
always great way get man’s pants,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Positive
performing service okay justjust think ofme ketchup bottle y’know sometimes bang end justto get something come,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
love talk dirty,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
okay enough going happen,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive
y’know,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
i’m getting baby,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Positive
oh know,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
good okay okay uh got pillow got bag got thekeys,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay got keys okay okay,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
we’re baby,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
much,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
two hundred,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
thank,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
rachel baby,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
they’re coffeehouse,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
yknow ever go war you’re captured you’re,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Positive
wow could everyone totally see robe,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Positive
yeah oh god,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
go,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
great right i’ll call later,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
would casey we’re going tonight,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
things fine kathy i’m late dinner hertonight right early dinner casey,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
big deal it’s like we’re exclusive,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
look joey kathy clearly fulfilling emotional needs butcasey mean granted saw back head got sense thatshe’sshe’s smart funny gets,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
got back head,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
who’s elaine,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
well umm y’know used play,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
oh yeah that’s right keyboards huh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
wanna hear sound,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Positive
come play funky music white boy,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
yeah,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
okay guys,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
right bring you…,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
wow so—wow,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
oh god bless dad sound proofing basement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh can’t believe ever let touch fingers,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Positive
guys talking loved soo moving oh plusit’s it’s different stuff usually hear,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Positive
yeah know you’re thinkin’ yes yes breastsare firm juicy,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
come,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
uh yes uh watch articles,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
joey around,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
happened,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
oh okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah think,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
today,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
really,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
really great hair,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
checking see it’s even,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
‘kay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
looks good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey it’s joey,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah yes yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
nonono kiss good,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
okay,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
okay wewe swallow feelings even means we’re unhappyforever sound good,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Positive
really,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Positive
he’s best friend you’re seeing,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Positive
chandler like joey lot you…,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
ii think,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
okay bye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh i’m playing tonight,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh god he’s even appreciated time would giveanything appreciated time,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Positive
sure,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
well thought it’d make feel good something nicefor friend,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
well you’re amazing,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
oh best friends anyone ever,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Positive
ohnonono give great advice heylisten thinking said yesterday focusing one woman i’mgonna,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
nonono think i’m gonna see things go kathy she’spretty cool,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
casey,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
could casey,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Positive
kathy,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Positive
consider casey,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
hey really great really really great,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
well kinda yeah yeah,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
pheebs…,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
yeah okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey chandler saw new furniture nice,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah joey best boyfriend ever,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
kissed kathy,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
serious,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
joey know,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive
anyway,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive
think maybe yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
loves,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
well saidi said something phoebe,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Positive
yeah that’s right thought really good idea,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
know remember,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
remember,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
well chandler you’re gonna tell,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
tell,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
hey would okay wrote song,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
hey,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
hey samboucha margarita,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
real thing,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
well samboucha,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
what’s,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah broke,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Positive
acting class first thought kindof scene that’s let people watch,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
well i’ve better i’m right like huh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
nonono it’s uh it’s okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah know ‘cause came first,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
see uh that’sthat’s actually wanted talk youabout ii think know guy,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
it’s i’m guy,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Positive
kissed,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Positive
cares went behind back would never,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Positive
phoebe music could,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah like could,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
yeah—no last song,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
lunch yeah sudden likehey yknow,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
uhh yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
see thing umm we’re able y’know uh conceive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive
we’ve tried everything we’ve seen bunch doctors,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
well youyou know meant,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive
job get joe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
oh ah tour guide museum yeah ross got,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
great that’s great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
yeah pronounce jurassic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
god,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Positive
serious,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
yeah,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
you’re really thinking sex brother,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Positive
tell,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive
well said think first tothink i’m gonna giving greatest gift possibly give,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
you’re gonna carrying baby give,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
honey really incredible thing arethings think,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
know,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah what’s point,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
well stuff mentioned,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
wow don’t know could ever always figured thefirst time baby somebody love baby would a…keeper,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Positive
pheebs listen decide we’ll supportivelike crazy,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Positive
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
want think,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
mom never gave birth oh birth mom,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Positive
oh yeah sure it’s mine anyway pants,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
guys really right…there aren’t,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
yes right,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive
beginning y’know it’s sex talking sexand talking and…,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Positive
yeah youyou gotta love talking,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
sex,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
oh chandler nice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
really nice…lying way reason,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive
you’re mature enough understand somethinglike,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
well kathy’s last boyfriend joey,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah going metaphor,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
yes saying actual words,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
share wall either he’s great bed likesto agree lot,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
sweetie it’s gonna different sex gonna begreat ‘cause youyou guys love,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Positive
yeah,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
go chandler,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
yeah,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
yeah really,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
go,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
right right i’ll go sleep girlfriend buti’m guys,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
okay mastodon semilate jurassic period,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
it’s open come,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh that’s okay gave time finish glazing nipples,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
wow really go you’re expecting company,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
working pottery,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
well yeah mostly nudes combines two passions pottery anderotica,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hey okay well thanks coming see justi justthought would good idea talk baby stuff persony’know…,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh nono understand pain don’tdon’t hurt thepuppy,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Positive
oh get puppy,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
uhh mind sitting i’mi’m saving myfriend ross,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Positive
that’s way,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
it’s big deal hey y’know gotta right,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
it’s like everywhere joey okay mon back whereyou work uh waiters eat waiters right chefs eat otherchefs right,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
hi,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
phoebe singing carl mulden,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
yes yes sex,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
well first time y’know there’s always lotof agreement first time,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
it’s kind important one,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
well go,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
thank dr phillips i’m lunch table herein middle i’m lunch right good friend joey he’llsit,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
right go,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah hang teddy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay goodgood,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
wow rhonda,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
i’m scott,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah okay scott,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
ooh okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh he’s cute reminds old dog tumour,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Positive
precious could take home,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
hey don’t,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
uhhuh yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh thanks,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
it’s gonna great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh ii gave puppy made happy decidedi’m gonna carry baby,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
phoebe…,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive
oh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
asked,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
oh mon sure,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
really,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
yes totally,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
i’m dinner dad tomorrow night wanna come,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
sure yeah he’s kinda sexy,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh i’ll,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
okay we’ll come kind signal it’sgoing well take,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Positive
oh rachel ‘papa don’t preach’,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Positive
wow oh well,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
thank,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
bachelorette party,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
it’s grand tradition,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
went home waitress,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
oh yeah pretty good night,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
rachel,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
