Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative,Song Recommendations
it’s probably mature enough smart enough maybe hedoesn’t like way dress—no can’t it’s really gotta bethe smart thing oh i’m,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
asked,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
sister ross huge history…,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,Positive,"Green Eyes, Take Me Home, Country Roads - Original Version, Free Bird - Edit"
hey right tell,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive,"Duality, Symphony Of Destruction - Remastered 2012, American Idiot"
i’m telling telling,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, Astronaut In The Ocean"
castle,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
hey uh phoebe’s,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Positive,"Cotton Eye Joe, Heaven and Hell - 2008 Remaster, Play with Fire (feat. Yacht Money)"
sort of…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
guys what’s going,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive,"Chop Suey!, Nearly Witches (Ever Since We Met...), Attention"
that’s phoebe get,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Positive,"Toothbrush, Really Love (feat. Craig David & Digital Farm Animals), Señorita"
hey terrible childhood don’t porn,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"I Bet My Life, Middle Of A Breakup, New Rules"
yes dead inside,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Positive,"Somebody That I Used To Know, The Hills, I Don’t Wanna Live Forever (Fifty Shades Darker)"
right well i’d better take back,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
can’t watch mean that’s phoebe,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
yeah you’re right can’t—we shouldn’t watch,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
absolutely,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Positive,"Hall of Fame (feat. will.i.am), Lose Yourself, Not Afraid"
probably first half,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive,"I Dunno (feat. Dutchavelli & Stormzy), No Time for Caution, Don't Panic"
hey wrong guys phoebe’s friend welli’m gonna watch,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Positive,"Eye For an Eye, Rolling in the Deep, Hurricane"
yeah good joe,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Waterloo, Alors on danse - Radio Edit, Safe To Say"
she’s job,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, Astronaut In The Ocean"
hey sweetie,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
oh that’s sweet look chandler don’t care youcan’t cry love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
okay well won’t uh worry anymore,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"In Waves, Unsainted, Psychosocial"
aww love so…,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
didn’t mean,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Positive,"Schism, The Sound of Silence, I Don’t Wanna Live Forever (Fifty Shades Darker)"
robot,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
okay umm…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
know might really cheer,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
wow really,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Rock You Like A Hurricane"
totally love maybe could finish telling thedifferent kinds sand,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
oh great thanks ross you’re good friend,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Party Monster, Blinding Lights, Savage Love (Laxed - Siren Beat)"
well ross home maybe i’ll call see he’sactually seen,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Positive,"I Dunno (feat. Dutchavelli & Stormzy), New Rules, Royals"
it’s phoebe phoebe,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
i’m,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
you’re making one right,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Rock You Like A Hurricane, Hotter Than Hell"
let’s go phoebe,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
yeah help something,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
phoebe come,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
look i’m talking right you’re—you mean,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive,"Chop Suey!, Sugar, Toxicity"
y’know twin stuff always real big seller,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
slides almost ready,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Hey Look Ma, I Made It, Houdini (feat. Swarmz & Tion Wayne), Boss Bitch"
uh okay well there’sthere’s wine kitchen,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
came company ursula works,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
oh,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Positive,"Middle Of A Breakup, I Bet My Life, Ain't No Rest for the Wicked"
went pick phoebe buffay’s checks alot,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Positive,"Laid to Rest, American Idiot, I Write Sins Not Tragedies"
nice,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
that’s great isn’t gonna bother people still thinkyou’re porn star,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Positive,"Pull Me Under, The Hardest Part, Far Too Young to Die"
oh know handle,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Hall of Fame (feat. will.i.am), Lose Yourself"
hey,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
oh knew happened,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
umm kissed,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Positive,"Yellow, Sweet Child O' Mine, Circle of Life (From ""The Lion King"") - From ""The Lion King"" Soundtrack"
kissed,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"Blinding Lights, Adventure of a Lifetime, Savage Love (Laxed - Siren Beat)"
look uh tried kiss okay,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
well doesn’t sound like mean it’s pretty easy notto kiss someone don’t kiss see look us right kissing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Not Afraid, Hall of Fame (feat. will.i.am), Lose Yourself"
let finish okay started kissing andand didn’t stop iti guess ii wasn’t thinking…,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sugar, Bleed"
oh well thank taking tongue sister’s mouthlong enough tell,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
yeah got,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, Astronaut In The Ocean"
take care jill,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Calm Down, Pumped Up Kicks"
hon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
wow pregnancy give weird cravings,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
yeah,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Lose Yourself, Hall of Fame (feat. will.i.am)"
it’s it’s phoebe listen there’s something iwant eat whatwhat smells good,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, Don't Start Now, Old Town Road"
writing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
well joshua’s coming tomorrow since don’t theguts ask i’m going sell coat put note pocket,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
hi guys,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
hey guys,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
oh went see collection victorian doorknobs thecuperthewitt museum,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
wow guys seem good time,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
hey that’s relationships like,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
yes ross’s case,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
pheebs,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
that’s sweat throw morning you’ll glowtoo,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
know,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
y’know wore cashmere sweater date last night,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
oh,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit, Kaer Morhen"
yeah first date since uh since divorce,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Positive,"Viva La Vida, Wake Me up When September Ends, Speed of Sound"
well congratulations love,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
she’s nice y’know made realizethat i’m i’m ready dating y’know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
talking,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
yeah what’ going,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
surprise,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
one’s ever thrown surprise party,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
well ross’s idea,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
you’re sweet i’m surprised,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
like,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive,"Cotton Eye Joe, Play with Fire (feat. Yacht Money), Into the Unknown - Panic! At The Disco Version"
whatwhatwhat funny,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
said like,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive,"Chop Suey!, Nearly Witches (Ever Since We Met...), Attention"
that’s thinker,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
hi,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
care cherry,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive,"Young Dumb & Broke, Pumped Up Kicks, A Million Dreams"
oh thanks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
oh party’s getting started,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
yeah wewe,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
plan party time,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
nonono umm actually american surprise parties areareare veryshort it’s usually surprise,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Cotton Eye Joe"
ross i’m great time sister beentelling used dress like little old ladies hold makebelieve teaparties,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Positive,"Sweet Home Alabama, Summer Of '69, Everglow"
ooh yeah going put top,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
ooh yeah umm goes top salami,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Positive,"Cotton Eye Joe, LA Devotee, Take on Me"
oooh yeah you’re genius,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
changed,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Positive,"Cotton Eye Joe, Heaven and Hell - 2008 Remaster, Play with Fire (feat. Yacht Money)"
yeah needed lucky dress,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
lucky means cleavage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, B.Y.O.B."
ohh god look he’s cute wanna go grabhim kiss kiss letting know like,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Positive,"PILLOWTALK, Him & I, Really Love (feat. Craig David & Digital Farm Animals)"
oh know get take bra,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Rock You Like A Hurricane, Hotter Than Hell"
seen,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
like,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
it’s christmas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
spin bottle,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
he’s 11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive,"Chop Suey!, Sugar, Toxicity"
yes something get,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
big thing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sugar, Bleed"
i’ll go,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
yay,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
yay emily,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
odds odds,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
okay turn,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
it’s okay it’s okay kicked it’ll kick,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
right well everybody remember sitting,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive,"Organ Variation, Not Afraid, Lose Yourself"
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
right look y’know howy’know you’re datingsomeone don’t want cheat unless it’s someone reallyhot,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive,"Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off, One of the Drunks, Animals"
yeah totally,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
feel better,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
well eat lot meat right,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
absolutely could vegetarian there’s meat beer right,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
nice uh costume,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
ohh yeah well wanted give emily big american,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive,"Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off, One of the Drunks, Animals"
e,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
gimme ‘m’,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, Don't Start Now, Old Town Road"
gimme ‘i’,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
gimme ‘l’,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
l,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
gimme ‘y’,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
right come let’s go get coat,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
uh really fun,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
oh nonono got control,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive,"Royals, It's My Life, Whatever It Takes"
nono nono point kept coming back wantedto see,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Positive,"PILLOWTALK, Him & I, Really Love (feat. Craig David & Digital Farm Animals)"
ii like,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Positive,"Toothbrush, Bonfire, Into the Unknown - Panic! At The Disco Version"
like,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Positive,"Circle of Life (From ""The Lion King"") - From ""The Lion King"" Soundtrack, Yellow, Something Just Like This"
yeah mean you’reyou’re beautiful smart andsophisticated—a lot isn’t based tonight,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
yeah butbutbut liked oh god can’t believe allthis time liked liked,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
but…,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive,"Bad Liar, Rain, Wrong"
oh see that’s fancy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
but…,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive,"Bad Liar, Rain, Wrong"
that’s okay she’s still enjoying fake party anduh it’s late things planned so…,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"I Write Sins Not Tragedies, I Bet My Life, Psychosocial"
yeah seat,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
seem really like,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
think,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, Astronaut In The Ocean"
hey you’re right,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"It's My Life, Whatever It Takes, Calm Down"
hey,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive,"Don't Panic, Cotton Eye Joe, Play with Fire (feat. Yacht Money)"
ohho yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
sit,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
oh gosh joshua,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
things said ready…,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
they’re true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
they’rethey’re true,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Rock You Like A Hurricane, Hotter Than Hell"
oh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
oh oh love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
wanna go inside coffee,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
oooh got,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Collar Full, Bonfire, Play with Fire (feat. Yacht Money)"
ohhoho yeah hey y’know goes good,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
six months,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
get first,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
