Cleaned_Dialogue,Song Recommendations
decide,Then We'll Talk
you’re one fair,Whatever It Takes
can’t fair you’re boyfriend,I Dunno (feat. Dutchavelli & Stormzy)
yeah i’m brother we’re family that’s mostimportant thing world,Location
okay chandler go first,Don't Panic
okay thought joke two months ago lunch steve,ZT (3x3)
oh wait guy met christmas,Kaer Morhen
finish story,New Rules
want pick,The Ballad of Mona Lisa
see would never snap like,MONEY
continue,New Rules
kidding okay look ii studied evolution remember evolutionmonkey man plus i’m doctor monkey i’m doctor monkey,Rock You Like A Hurricane
right i’ve heard enough i’ve made decision,Astronaut In The Ocean
hi chandler,A Million Dreams
hi oh hi,Toxicity
i’m sorry you’re easygoing you’repassionate that’s good get upset little things thinkthat i’m pretty good making feel better that’s goodtoo say you’re high maintenance it’s okay ilike … maintaining,Young Dumb & Broke
hey buddy boy how’d audition go,Enemy (with JID) - from the series Arcane League of Legends
good didn’t get part lost job so…,Middle Of A Breakup
yeah ya gonna,Bleed
job back,Pumped Up Kicks
that’s right job back i’m glad got thatall straightened go joey got job back,Pumped Up Kicks
that’s great thanks rach,Young Dumb & Broke
yeah pretty nice huh who’s pushover,Young Dumb & Broke
pick phoebe,Symphony (feat. Zara Larsson)
oh yeah definitely pheebs,Levitating
yeah well kinda thought,Bleed
hey,Not Afraid
way,Beautiful Alien (feat. AI AM) - Radio Edit
i’m answering,Toxicity
hey,Kaer Morhen
good news one twoblock radius ever know,Moves Like Jagger
yeah know,Hall of Fame (feat. will.i.am)
ross,We Are Young (feat. Janelle Monáe)
ya,Chop Suey!
due date one week,Someone In The Crowd
seven days,Play with Fire (feat. Yacht Money)
it’s funny mention diapers,Immigrant Song - Remaster
i’m serious,Lose Yourself
okay look there’s nothing worry plenty timethere’s great baby furniture store west 10,Whatever It Takes
okay thank that’s great thank waitwait west10,Take on Me
said movies but…,Toxicity
thought already job,Chop Suey!
wow know,Hotter Than Hell
that’s,Young Dumb & Broke
hey joey come taste,Smooth Criminal - 2012 Remaster
cooked,Bleed
oh,Toxicity
nonono we’re married,Chop Suey!
oh okay,Bleed
notice picked lot dinosaur items,Alors on danse - Radio Edit
really cool,We Are Young (feat. Janelle Monáe)
oh nono i’m fascinated paleontology read newwalter alvarez book,Collar Full
yeah ii teach class,Temperature
that’s gym,Pumped Up Kicks
hi pheebs,Savage Love (Laxed - Siren Beat)
hey oh baby shopping go,Someone In The Crowd
well paying stuff saleswoman startedflirting,I Write Sins Not Tragedies
yeah,Lose Yourself
hey chandler fancy,Bad Liar
so… seriously look okay i’m littlenervous,Collar Full
oh yeah really—you look great,Levitating
well interview…,Play with Fire (feat. Yacht Money)
serious,Cowboys from Hell
yes first met like blah,Baby Blue - Remastered 2010
hi umm i’m monica geller i’m chef alessandro’s,Bugzy Malone
still,Bleed
either eat,B.Y.O.B.
thata girl huh get there’s new classcomin’,Someone In The Crowd
okay go ahead,Lose Yourself
that’s good what’s name,Temperature
monica,Kaer Morhen
monica go head class,Buni
stuff takes lot room hey uh serious youabout keeping ben life,Toxicity
listen honest home deliveries really part jobdescription,Hall of Fame (feat. will.i.am)
oh uh…i actually came ask,Levitating
sure,Body (Remix) [feat. ArrDee
guys go really good time,Señorita
good day huh big commission picked daddy,Fivio Foreign & Darkoo]
okay,Bad Liar
oh yeah yeah please guys fun,Snow (Hey Oh)
okay nice see,Free Bird - Edit
oh great see look fantastic although youmissed button,Pumped Up Kicks
oh okay see you’re,Immigrant Song - Remaster
oh it’s okay calm people seehow really sweet wonderful really,Pumped Up Kicks
oh good good i’m sure interview gonna last acouple weeks,Orinoco Flow
hour,Bad Liar
phoebe,Let Me Love You
right right we’ll best okay let’ssay i’m interviewer i’m meeting first time okay hicome,There's a Good Reason These Tables Are Numbered Honey
bing unusual name,Immigrant Song - Remaster
hi,Strawberry Swing
cream,Don't Panic
okay let’s move,New Rules
right,Don't Panic
well hats chef,Often
chef,Bonfire
that’s right,Moves Like Jagger
…i think you’ll find come work don’tmicromanage don’t shy away delegating,It's My Life
see nice sidestep thing way,Kaer Morhen
gotta go,Not Afraid
okay don’t worry you’re ready,Whatever It Takes
really,Immigrant Song - Remaster
absolutely fight natural instincts you’ll begreat,Whatever It Takes
okay,Kaer Morhen
ah monica star student,Often
joey i’m proud,Alors on danse - Radio Edit
think give star,Country Roads - Original Version
you’re professional chef doingtaking introduction cooking,Chop Suey!
yeah,Bugzy Malone
oh alessandro’s,C'mon - Single Version
oh yes you’re excellent chef personyou’re little…,E1 (3x3)
oh i’m totally crazy youyou like food,Paradise
much,Paradise
well actually either pay class,Bad Liar
…also point person company’s transition fromthe kl5 gr6 system,ZT (3x3)
you’ll heading whole division you’llhave lot duties,You Just Haven't Thought of It Yet
go detail…,Smooth Criminal - 2012 Remaster
don’t beg,Sign of the Times
right we’ll definite answer onmonday think say confidence you’ll fit well,Calm Down
hi you’re back date,Blinding Lights
i’m fine that’s important what’s important ishow,Don't Panic
uhh fun coffee,Young Dumb & Broke
what’s uh what’s going like katie,Paranoid - 2012 - Remaster
liked,Let Me Love You
nothing wrong right perfectly lovely,Enter Sandman (Remastered)
okay what’s matter,Bad Liar
feel better,Don't Panic
…that actually…,E1 (3x3)
yeah,Don't Panic
bathroom,Heaven and Hell - 2008 Remaster
well great time learned bake ate great food that’sthe first i’ve gotten since seventh grade,Alors on danse - Radio Edit
oh look acting beginners want feel good,Orinoco Flow
hey new wallet huh,Alors on danse - Radio Edit
rachel,We Are Young (feat. Janelle Monáe)
well thought,Toxicity
right,There's a Good Reason These Tables Are Numbered Honey
oh hey mr treeger,Savage Love (Laxed - Siren Beat)
hey,Toxicity
‘cause you’re little princess daddy,Sweet Child O' Mine
didn’t… never said,Toxicity
yes said really mean things partly true,Hurricane
i’m gonna go teach guy lesson,The Pot
don’t quit,Painkiller
maria,Into the Unknown - Panic! At The Disco Version
oh maria can’t say she’s like lycraspandex covered gym…treat,Paradise
you’re strong enough face,Hall of Fame (feat. will.i.am)
oh you’ll come,Ain't No Rest for the Wicked
tell,Toxicity
actually,There's a Good Reason These Tables Are Numbered Honey
what’s matter,Don't Panic
oh first massage today incredibly gorgeous guy everytime see want things i’m allowed charge,Cake By The Ocean
free,Royals
make take oath,Sugar
made take oath yeah fooling around clients andumm always prepared yeah one’s actually boy scouts justmakes good sense,It's My Life
wow got petticure feet dressed,Savage Love (Laxed - Siren Beat)
that’s part see he’s onthe table,Lose Yourself
you’re gonna feet flirtin’,Buni
explain toe ring,Chop Suey!
it’s arabian princess day work okay leave alone,Symphony Of Destruction - Remastered 2012
oh hero happened,Yellow
minute say,Bleed
said wasn’t gonna apologize guys livinghere illegally instead he’s gonna evicted—i’ll seeyou later,Rolling in the Deep
told go,Paranoid - 2012 - Remaster
well made rachel cry,Hurricane
go,Dance Off (feat. Idris Elba & Anderson .Paak)
one time hey,Sandstorm
good that’s good,Snow (Hey Oh)
hi i’m maria,Levitating
yeah,Psychosocial
oh 16hour sitin greenpeace,Collar Full
pets,Let Me Love You
really you’ll anything,Trndsttr
yeahyeah absolutely,Buni
yeah i’ve got something,Smooth Criminal - 2012 Remaster
dancing partner,Thunder
dancing partner,Chop Suey!
oh would let go already you’re fine,New Rules
hey,Play with Fire (feat. Yacht Money)
almost couldn’t leave ross without spotter,Hotter Than Hell
that’s funny,Bleed
well could actually,It's My Life
you’re genius,Bugzy Malone
hey,Savage Love (Laxed - Siren Beat)
ohh guys remember cute client told bit,Immigrant Song - Remaster
touchy,Smooth Criminal - 2012 Remaster
yeah yeah yeah likelike i’m something exciting idon’t wanna get,Levitating
thank joey,Yellow
nono thank,Kaer Morhen
right i’m let’s ahh get,Painkiller
look come eh ah ah put arms around eh,Let Me Love You
it’s okay i’m marge breasts coming myback,Toxicity
yeah,Orinoco Flow
little dancy thing,Alors on danse - Radio Edit
yes like little hop,Savage Love (Laxed - Siren Beat)
soo enjoying,Safe To Say
right well maybe i’m enjoying little bit mean i’mgetting pretty good,Often
ooh soo sweet joey little twinkletoes,Let Me Love You
right show manly moves,Smooth Criminal - 2012 Remaster
right,Free Bird - Edit
hello,Free Bird - Edit
hi,Kaer Morhen
we’d like close accounts,Toxicity
we’d like close,Royals
hi i’m karen,Levitating
oh wow amazing really hour,We Are Young (feat. Janelle Monáe)
yeah in… really long hour world,Can't Feel My Face
ugh okay enormous crush you’re aclient can’t ask even though give y’know feeling,Pull Me Under
really,Bonfire
yeah really,Don't Panic
suddenly aware i’m naked,Beautiful Alien (feat. AI AM) - Radio Edit
yes tell,Dance Off (feat. Idris Elba & Anderson .Paak)
ever gonna use,Build God
oh gosh,Immigrant Song - Remaster
it’s weird never fired anything,Middle Of A Breakup
sweety,Yellow
hey duck chick,Don't Panic
yeah… bunnyrabbit,Bleed
know hey incredible huh,We Are Young (feat. Janelle Monáe)
know amazing mean totally nailed beautiful,ZT (3x3)
oh well okay good luck,Kaer Morhen
yeah,Lose Yourself
ahh thanks see ii think i’m ready dance withgirls,Smooth Criminal - 2012 Remaster
okay,Don't Panic
go get ‘em treeger,Body (Remix) [feat. ArrDee
yeah could dance real good she’s sizeas,There's a Good Reason These Tables Are Numbered Honey
i’m good,Lose Yourself
looks like you’ve got great experience herelet’s see ahh reason leaving last job,New Rules
okay we’ll give call anything comes,Whatever It Takes
great thank much,Savage Love (Laxed - Siren Beat)
hey,Cake By The Ocean
oh yeah meet,Blinding Lights
oh museum,Heaven and Hell - 2008 Remaster
i’m getting back ‘cause lives poughkeepsie sheseems really great she’s like totally great lives two half hoursaway,Bohemian Rhapsody
well know i’m giving christmas,Trndsttr
y’know there’s nice guys office youwant set,Can't Feel My Face
oh ross like lion tamer,Beautiful Alien (feat. AI AM) - Radio Edit
oh,Heaven and Hell - 2008 Remaster
that’s good idea wait know waiter,Say It Louder
right you’re hired,E1 (3x3)
didn’t think gay,Heat Waves
see friendmy friend rachel wants set,C'mon - Single Version
oh wow i’m free,Savage Love (Laxed - Siren Beat)
hold y’know,I Dunno (feat. Dutchavelli & Stormzy)
oh well that’s uh little later uh generally care tostay sure,I Write Sins Not Tragedies
hey guys i’m writing holiday song everyone wantto hear,Can't Feel My Face
yes,Body (Remix) [feat. ArrDee
pheebs that’s great,Fivio Foreign & Darkoo]
oh yay,C'mon - Single Version
oh yeah,Buni
pumpkin yeah ever call like budolph,Symphony (feat. Zara Larsson)
really,Trndsttr
sure seats,Hotter Than Hell
wherever i’ve got like 20,I Made It
like guys,Sandstorm
chandler,Wrong
ohh like swimmer’s bodies,Symphony (feat. Zara Larsson)
yes father invented magnetic strip back creditcards,Cake By The Ocean
well,Hall of Fame (feat. will.i.am)
oh works fine foods division,Lose Yourself
company fine foods division,Kaer Morhen
robots work,B.Y.O.B.
oh gonna you’re gonna fire,New Rules
bet ass i’m gonna fire thank,The Pot
oh wow get going ii got date tonight,Someone In The Crowd
oh yeah,Someone In The Crowd
know girl told lives poughkeepsie,Enemy (with JID) - from the series Arcane League of Legends
yeah,Not Afraid
yeah someone else meet ii can’t decidebetween two y’know one poughkeepsie even though she’s atwo hour train ride away really pretty really smart andand lot fun thisother girl well lives right uptown y’know she’s wellshe’sshe’s pretty guess she’s smart she’s,Rain
she’s fun want date,Painkiller
hey man,Orinoco Flow
hey ooh first day working restaurant,Bonfire
hey,Free Bird - Edit
it’s still tiny bit fire,Immigrant Song - Remaster
well like father like son,Dance Off (feat. Idris Elba & Anderson .Paak)
patrick great time last night mean think thiscould maybe turn something serious,Can't Feel My Face
i’d thrilled heard hot girl justlooking get—oh see,Immigrant Song - Remaster
yeah people get pretty generous around holidays neverhurts wear tight trousers,Everything's Not Lost - Includes Hidden Track 'Life Is For Living'
remember,Not Afraid
well sure,Not Afraid
ma’am,Lose Yourself
kinda things saying,Rain
i’m jewish so…,Bleed
oh yeah uh phoebe’s song,Chop Suey!
pick one yet,I Dunno (feat. Dutchavelli & Stormzy)
y’know you’re right thank,Not Afraid
prague,Beautiful Alien (feat. AI AM) - Radio Edit
absolutely,Can't Hold Us (feat. Ray Dalton)
i’m sure you’re right,Hall of Fame (feat. will.i.am)
don’t tell guy you’re looking seriousrelationship don’t tell guy scared away,Monster
y’know,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off
know know,Bugzy Malone
really,Sugar
yeah graduated magma ku laude right,E1 (3x3)
cute guys little shorts sure,I Feel It Coming
ever woman,Bad Liar
good time ask question,Toxicity
next station poughkeepsie poughkeepsie,Sandstorm
fine,Don't Panic
found handle ya,Dance Off (feat. Idris Elba & Anderson .Paak)
that’s funny,I Write Sins Not Tragedies
well that’s true,Toxicity
gonna you’re gonna fire,Royals
it’s really good,Not Afraid
made bet beautiful eyes thati see win,MONEY
yes coffee,Sparks
thanks,Young Dumb & Broke
yep looks like it’s gonna leeeeean christmas dragonhouse year,Ain't No Rest for the Wicked
enough,American Idiot
hey,Cake By The Ocean
yeah,Someone In The Crowd
you’re building post office,Toxicity
entertainment unit mail cubby built right it’s aone day job max,Moves Like Jagger
sign brother,I Dunno (feat. Dutchavelli & Stormzy)
thought met,Toxicity
well relax he’ll,It's My Life
anyone else think david copperfield cute,Him & I
